uuid,title,commodity_code,latitude,longitude,wkt_point,categories,description,url,General Information > Commodity Type,General Information > Mine Name(Ore Deposit Name),General Information > Country,General Information > Location Name,General Information > Company Name,General Information > License Type,General Information > Status,Geology(Country Rock) > Geotectonics,Geology(Country Rock) > Stratum Name,Geology(Country Rock) > Lithology,Geology(Country Rock) > Age,Metallogenic Belt Name > Metallogenic Belt Name,Related Igneous Rock > Type of Related Igneous Rock,Related Igneous Rock > Age of Related Igneous Rock,Ore Deposit > Type of Ore Deposit,Ore Deposit > Ore Body Type,Ore Deposit > Main Ore Deposit,Ore Deposit > Minor Ore Deposit,Ore Deposit > Main Mineral,Ore Deposit > Minor Mineral,Ore Deposit > Mineralizaed Age,Ore Deposit > Alteration Properties,Ore Deposit > Resources,Ore Deposit > Grade of Resources,File Data > Type of Map & Report,File Data > Content Type,File Data > Title,File Data > Publishing Agency,File Data > Publication Year,URL Reference > URL,URL Reference > URL Type,Security Level > Security Level,License & Copyright > Public settings,License & Copyright > CC License,License & Copyright > Copyright,License & Copyright > Data Registrant,License & Copyright > Registration Date,URL Reference > URL Description,Ore Deposit > Ore Body Scale(Depth),Comments > Comments,License & Copyright > Phrases used in citation,Ore Deposit > Ore Body Direction,Ore Deposit > Reserves,Ore Deposit > Grade of Reserves,Ore Deposit > Ore Body Scale(Length),Ore Deposit > Ore Body Scale(Width),File Data > Data File,File Data > File Public setting
50c257da-2269-4942-80c5-cbcd948d4148,[Lead] Panga,045,16.8148,106.148,POINT (106.148 16.8148),Critical Mineral Resources Data | ASEAN-CMR-2026-001411 | LA-000346,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/50c257da-2269-4942-80c5-cbcd948d4148,Lead,Panga,Lao PDR,Savannakhet,,,,Truong Son Paleozoic volcano-sedimentary arc,,Sedimentary rock,Jurrasic,Truong Son Paleozoic volcano-sedimentary arc,,,,Anomaly (153 ppm),,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
df2bf026-d3c8-4e0c-8c66-562b3dd314b5,[Lithium] Hinboun,115,17.7318,104.706,POINT (104.706 17.7318),Critical Mineral Resources Data | ASEAN-CMR-2026-001410 | LA-000345,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/df2bf026-d3c8-4e0c-8c66-562b3dd314b5,Lithium,Hinboun,Lao PDR,Khammouan,,,,Truong Son Paleozoic volcano-sedimentary arc,Khammouan Formation,Sedimentary rock,Carboniferous-Permian,Truong Son Paleozoic volcano-sedimentary arc,,,,Anomaly (153 ppm),,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
58c545f4-ddef-4f4a-bec6-c0a19e79d40e,[Lithium] Thampong,115,19.5132,104.084,POINT (104.084 19.5132),Critical Mineral Resources Data | ASEAN-CMR-2026-001409 | LA-000344,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/58c545f4-ddef-4f4a-bec6-c0a19e79d40e,Lithium,Thampong,Lao PDR,Xiangkhouang,,,,Truong Son Paleozoic volcano-sedimentary arc,Eifeli Tin pholen Formation,"Black shale, schist lime stone, hard lime stone, siltstone, limestone",Devonian,Truong Son Paleozoic volcano-sedimentary arc,,,,Anomaly (153 ppm),,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
5b2b50d7-05e2-47e3-98b8-98a76b2bcac2,[Lithium] Phongsali,115,21.8984,102.296,POINT (102.296 21.8984),Critical Mineral Resources Data | ASEAN-CMR-2026-001408 | LA-000343,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/5b2b50d7-05e2-47e3-98b8-98a76b2bcac2,Lithium,Phongsali,Lao PDR,Phongsali,,,,Loei-Luang Prabang Fold Belt,Nam Ou Zone,Sedimentary rock,Middle-upper Triassic,Loei-Luang Prabang Fold Belt,,,,Anomaly (153 ppm),,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
e45b765e-9a59-46a1-be89-83874105f4b9,[Molybdenum] Phongsali,055,21.8287,102.399,POINT (102.399 21.8287),Critical Mineral Resources Data | ASEAN-CMR-2026-001407 | LA-000342,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/e45b765e-9a59-46a1-be89-83874105f4b9,Molybdenum,Phongsali,Lao PDR,Phongsali,,,,Loei-Luang Prabang Fold Belt,Norian-Rhaetian Formation,Sedimentary rock,Upper Triassic,Loei-Luang Prabang Fold Belt,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
38863db2-ad56-42b6-a16b-bdd40fa4713e,[Mercury] Boualapha,116,17.2484,106.094,POINT (106.094 17.2484),Critical Mineral Resources Data | ASEAN-CMR-2026-001406 | LA-000341,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/38863db2-ad56-42b6-a16b-bdd40fa4713e,Mercury,Boualapha,Lao PDR,Khammouan,,,,Truong Son Paleozoic volcano-sedimentary arc,Boualapha Formation,Sedimentary rock,Carboniferous,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
5de1c9b8-e3ac-48a4-bf67-c567bf914885,[Mercury] Khounkham,116,17.9682,104.468,POINT (104.468 17.9682),Critical Mineral Resources Data | ASEAN-CMR-2026-001405 | LA-000340,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/5de1c9b8-e3ac-48a4-bf67-c567bf914885,Mercury,Khounkham,Lao PDR,Khammouan,,,,Truong Son Paleozoic volcano-sedimentary arc,Khammouan Formation,Sedimentary rock,Carboniferous-Permian,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
67969628-996c-4826-85d4-86d54d70a189,[Molybdenum] Xanakham,055,17.9184,101.504,POINT (101.504 17.9184),Critical Mineral Resources Data | ASEAN-CMR-2026-001404 | LA-000339,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/67969628-996c-4826-85d4-86d54d70a189,Molybdenum,Xanakham,Lao PDR,Vientiane,,,,Loei-Luang Prabang Fold Belt,,"Sandstone, conglomerate, siltatone, grey claystone, lenses of grey to greenish limestone, marl, coaly shale and coal seams",Carboniferous,Loei-Luang Prabang Fold Belt,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
523dd6eb-7bb5-4b30-b129-0e02b1310c5d,[Mercury] Vangviang,116,19.0301,102.468,POINT (102.468 19.0301),Critical Mineral Resources Data | ASEAN-CMR-2026-001403 | LA-000338,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/523dd6eb-7bb5-4b30-b129-0e02b1310c5d,Mercury,Vangviang,Lao PDR,Vientiane,,,,Truong Son Paleozoic volcano-sedimentary arc,Nam Khan Formation,Sedimentary rock,Permian,Truong Son Paleozoic volcano-sedimentary arc,Volcanic,Upper Permian,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
0d212de6-b033-4bad-8d9e-b4ec0aa2d1d8,[Phosphorus] Nathong,059,14.8074,106.086,POINT (106.086 14.8074),Critical Mineral Resources Data | ASEAN-CMR-2026-001402 | LA-000337,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/0d212de6-b033-4bad-8d9e-b4ec0aa2d1d8,Phosphorus,Nathong,Lao PDR,Champasak,,,,Boleven Plateau,,Alkali basalt lava flows with associated eruptive events,Neogene,Boleven Plateau,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
68412949-d064-4fa2-8cdb-8c14219183a3,[Nickel] Pathoumphone,056,14.8248,106.150,POINT (106.150 14.8248),Critical Mineral Resources Data | ASEAN-CMR-2026-001401 | LA-000336,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/68412949-d064-4fa2-8cdb-8c14219183a3,Nickel,Pathoumphone,Lao PDR,Champasak,,,,Boleven Plateau,,Alkali basalt lava flows with associated eruptive events,Neogene,Boleven Plateau,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
b0238755-b42c-4f4c-8b00-02f886131460,[Niobium] Pathoumphone,117,14.9815,106.093,POINT (106.093 14.9815),Critical Mineral Resources Data | ASEAN-CMR-2026-001400 | LA-000335,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/b0238755-b42c-4f4c-8b00-02f886131460,Niobium,Pathoumphone,Lao PDR,Champasak,,,,Boleven Plateau,,Alkali basalt lava flows with associated eruptive events,Neogene,Boleven Plateau,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
a9c7fb13-d33c-458f-bb8c-7ab7bd791d84,[Rare Earth Elements] Khamkeut,071,18.3698,105.090,POINT (105.090 18.3698),Critical Mineral Resources Data | ASEAN-CMR-2026-001399 | LA-000334,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/a9c7fb13-d33c-458f-bb8c-7ab7bd791d84,Rare Earth Elements,Khamkeut,Lao PDR,Bolikhamxai,,,,Truong Son Paleozoic volcano-sedimentary arc,Na pe complex,Biotite granite,Lower Carboniferous,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
fd02c114-1256-4861-9737-2b8bb518075e,[Rare Earth Elements] Viangxai,071,20.3399,104.449,POINT (104.449 20.3399),Critical Mineral Resources Data | ASEAN-CMR-2026-001398 | LA-000333,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/fd02c114-1256-4861-9737-2b8bb518075e,Rare Earth Elements,Viangxai,Lao PDR,Huaphane,,,,Truong Son Paleozoic volcano-sedimentary arc,Muong Pua Cpx,Biotite granite,Triassic,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,"Geochemical map Huaphane Province Scale 1:250,000",China Geological Survey,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
71154013-6fff-4829-ba66-cd601e7263da,[Rare Earth Elements] Viangthong,071,18.6681,104.654,POINT (104.654 18.6681),Critical Mineral Resources Data | ASEAN-CMR-2026-001397 | LA-000332,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/71154013-6fff-4829-ba66-cd601e7263da,Rare Earth Elements,Viangthong,Lao PDR,Bolikhamxai,,,,Truong Son Paleozoic volcano-sedimentary arc,Nam Houay Formation,"Black grey to black sericite schist, clay shale, quartzose sandstone, sandstone, grey thin-bedded sandy siltstone interbedded with andesitie and acidie tuff",Ordovician-Silurian,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
334c58da-ffde-4671-8f77-ebba0b938430,[Silica] Xamnua,074,20.6326,104.014,POINT (104.014 20.6326),Critical Mineral Resources Data | ASEAN-CMR-2026-001396 | LA-000331,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/334c58da-ffde-4671-8f77-ebba0b938430,Silica,Xamnua,Lao PDR,Huaphane,,,,Truong Son Paleozoic volcano-sedimentary arc,Houei Suon Fm,"Sericite sandstone, Tuffitic sandstone, Black schist and limestone",Ordovician-Silurian,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
546b4d1a-1711-49ab-a7fa-f7d5fb411231,[Thorium] Xamtai,118,20.0745,104.610,POINT (104.610 20.0745),Critical Mineral Resources Data | ASEAN-CMR-2026-001395 | LA-000330,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/546b4d1a-1711-49ab-a7fa-f7d5fb411231,Thorium,Xamtai,Lao PDR,Huaphane,,,,Truong Son Paleozoic volcano-sedimentary arc,Lower Nam Sam Suit,Rhyolite,Triassic,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,"Geochemical map Huaphane Province Scale 1:250,000",China Geological Survey,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
87eae074-7eea-400c-bafb-97768d1d2f38,[Rare Earth Elements] Viangxai,071,20.3672,104.374,POINT (104.374 20.3672),Critical Mineral Resources Data | ASEAN-CMR-2026-001394 | LA-000329,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/87eae074-7eea-400c-bafb-97768d1d2f38,Rare Earth Elements,Viangxai,Lao PDR,Huaphane,,,,Truong Son Paleozoic volcano-sedimentary arc,Muong Pua Cpx,Biotite granite,Triassic,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,"Geochemical map Huaphane Province Scale 1:250,000",China Geological Survey,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
950533d8-8b13-4da4-ad2d-eb586429d360,[Titanium] Pathoumphone,082,14.9116,106.121,POINT (106.121 14.9116),Critical Mineral Resources Data | ASEAN-CMR-2026-001393 | LA-000328,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/950533d8-8b13-4da4-ad2d-eb586429d360,Titanium,Pathoumphone,Lao PDR,Champasak,,,,Boleven Plateau,,Basaltic lava flows,Paleogene,Boleven Plateau,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
9fa1921a-ea0d-4de6-abc5-bb8c422ae683,[Tungsten] Kalum,119,15.8333,107.010,POINT (107.010 15.8333),Critical Mineral Resources Data | ASEAN-CMR-2026-001392 | LA-000327,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/9fa1921a-ea0d-4de6-abc5-bb8c422ae683,Tungsten,Kalum,Lao PDR,Xekong,,,,Truong Son Paleozoic volcano-sedimentary arc,,Mostly continental sequence with local shallow-water marine facies. Continental red clayey arenites with occasional thin coal seams and conglomerates in paralic intercalations. Middle Triassic marine limestone units occur at the base of this interval,Triassic,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,Geochemical Atlas of Lao PDR,China Geological Survey,2019,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
97afc89a-271e-4613-82d1-626c880cf24a,[Zinc] Viangxai,086,20.2725,104.405,POINT (104.405 20.2725),Critical Mineral Resources Data | ASEAN-CMR-2026-001391 | LA-000326,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/97afc89a-271e-4613-82d1-626c880cf24a,Zinc,Viangxai,Lao PDR,Houaphan,,,,Truong Son Paleozoic volcano-sedimentary arc,Houei Suon Formation,Sericite sandstone,Ordovician-Silurian,Truong Son Paleozoic volcano-sedimentary arc,,,,,,,,,,,,,Geochemistry,Map,"Geochemical map Huaphane Province Scale 1:250,000",China Geological Survey,2024,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
4433cad8-7874-40b8-aa69-f911b5c3be2e,[Antimony] Bouak Het,004,21.4330,101.083,POINT (101.083 21.4330),Critical Mineral Resources Data | ASEAN-CMR-2026-001390 | LA-000325,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/4433cad8-7874-40b8-aa69-f911b5c3be2e,Antimony,Bouak Het,Lao PDR,Louang-Namtha,,,,Sukhothai Permian-Triassic magnatic arc,Nam Ou and Nam Tha Zone,Sedimentary rock,Upper Permian,Sukhothai Permian-Triassic magnatic arc,,,,Occurrence,,,Antimony,Silver,,,,,Geology,Map,GEOLOGICAL AND MINERAL MAP OF North Lao Region (F-47-XXIV B.BOUN-NUA),Department of Geology and Mines of Laos-Intergeo Vietnam,2000,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
95b18f70-db72-43a0-9a7c-dadbe8b4c205,[Antimony] Bokeo,004,18.9500,101.867,POINT (101.867 18.9500),Critical Mineral Resources Data | ASEAN-CMR-2026-001389 | LA-000324,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/95b18f70-db72-43a0-9a7c-dadbe8b4c205,Antimony,Bokeo,Lao PDR,Vientiane,,,,Loei-Luang Prabang Fold Belt,Ban Hang Formation,Sedimentary rock,Upper Triassic,Loei-Luang Prabang Fold Belt,,,,Occurrence,,,Antimony,,,,,,Geology,Map & Report,GEOLOGICAL MAP E-47-XII (M.Xaignabouli),China Geological Survey,2017,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
6eb5ee50-ae7f-47e2-a211-f9cec4d25f54,[Antimony] Sop Nao,004,21.2000,102.783,POINT (102.783 21.2000),Critical Mineral Resources Data | ASEAN-CMR-2026-001388 | LA-000323,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/6eb5ee50-ae7f-47e2-a211-f9cec4d25f54,Antimony,Sop Nao,Lao PDR,Phongsali,,,,Loei-Luang Prabang Fold Belt,Nam Ou and Nam Tha Zone,Sedimentary rock,Lower Triassic,Loei-Luang Prabang Fold Belt,,,,Occurrence,,,Antimony,,,,,,Geology,Map,GEOLOGICAL AND MINERAL MAP OF North Lao Region (F-48-XIX Phongsali),Department of Geology and Mines of Laos-Intergeo Vietnam,2000,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
a60bfb48-424c-4b5f-ab12-2fa07cdbdbb1,[Antimony] Houei Hoc,004,20.2330,101.367,POINT (101.367 20.2330),Critical Mineral Resources Data | ASEAN-CMR-2026-001387 | LA-000322,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/a60bfb48-424c-4b5f-ab12-2fa07cdbdbb1,Antimony,Houei Hoc,Lao PDR,Oudomxai,,,,Loei-Luang Prabang Fold Belt,Nam Ou and Nam Tha Zone,Sedimentary rock,Lower Carboniferous,Loei-Luang Prabang Fold Belt,,,,Occurrence,,,Antimony,,,,,,Geology,Map,"GEOLOGICAL AND MINERAL MAP OF North Lao Region (F-47-XXXVI-M. Nale, E-47-VI B.Khon)",Department of Geology and Mines of Laos-Intergeo Vietnam,2000,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
b505d9a8-9c59-41f9-b15f-02f76e4e91f9,[Antimony] Ban Luang,004,20.7830,104.083,POINT (104.083 20.7830),Critical Mineral Resources Data | ASEAN-CMR-2026-001386 | LA-000321,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/b505d9a8-9c59-41f9-b15f-02f76e4e91f9,Antimony,Ban Luang,Lao PDR,Huaphane,,,,Truong Son Paleozoic volcano-sedimentary arc,Pa Hong Formation,Metasedimentary rock,Cambrian-ordovician,Truong Son Paleozoic volcano-sedimentary arc,,,,Occurrence,,,Antimony,,,,,,Geology,Map,GEOLOGICAL MAP OF SAM NEUA AREA,Department of Geology and Mines of Laos-Intergeo Vietnam,1982,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
07c566c0-178f-4d01-8de0-8fd275fdff91,[Antimony] B. Chavang,004,21.4010,101.081,POINT (101.081 21.4010),Critical Mineral Resources Data | ASEAN-CMR-2026-001385 | LA-000320,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/07c566c0-178f-4d01-8de0-8fd275fdff91,Antimony,B. Chavang,Lao PDR,Louang-Namtha,,,,Sukhothai Permian-Triassic magnatic arc,Nam Ou and Nam Tha Zone,Sedimentary rock,Triassic,Sukhothai Permian-Triassic magnatic arc,,,,Occurrence,,,Valentinite,,,,,,Geology,Map,GEOLOGICAL AND MINERAL MAP OF North Lao Region (F-47-XXXIV B.BOUN-NUA),Department of Geology and Mines of Laos-Intergeo Vietnam,2000,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
b8f72570-7e01-4bc3-9c63-c127ff346c1e,[Antimony] B. Muangheup,004,20.9880,102.924,POINT (102.924 20.9880),Critical Mineral Resources Data | ASEAN-CMR-2026-001384 | LA-000319,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/b8f72570-7e01-4bc3-9c63-c127ff346c1e,Antimony,B. Muangheup,Lao PDR,Louangphrabang,,,,Truong Son Paleozoic volcano-sedimentary arc,Nam Ou and Nam Tha Zone,Sedimentary rock,Lower Carboniferous,Truong Son Paleozoic volcano-sedimentary arc,,,,Occurrence,,,Valentinite,,,,,,Geology,Map,GEOLOGICAL AND MINERAL MAP OF North Lao Region (F-48-XXV KHOA),Department of Geology and Mines of Laos-Intergeo Vietnam,2000,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
04cd7309-8965-47bd-856b-a533b5314c43,[Antimony] Nam Hang,004,19.7670,103.033,POINT (103.033 19.7670),Critical Mineral Resources Data | ASEAN-CMR-2026-001383 | LA-000318,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/04cd7309-8965-47bd-856b-a533b5314c43,Antimony,Nam Hang,Lao PDR,Xiangkhouang,,,,Truong Son Paleozoic volcano-sedimentary arc,Khangkai Formation,Sedimentary rock,Permian,Truong Son Paleozoic volcano-sedimentary arc,,,,Occurrence,,,Antimony,,,,,,Geology,Map,GEOLOGICAL MAP OF KHANG KHAI AREA,Department of Geology and Mines of Laos-Intergeo Vietnam,1982,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
20a21cff-4399-4805-8b04-acdee6feaf6b,[Antimony] Houay Tang,004,20.7150,103.117,POINT (103.117 20.7150),Critical Mineral Resources Data | ASEAN-CMR-2026-001382 | LA-000317,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/20a21cff-4399-4805-8b04-acdee6feaf6b,Antimony,Houay Tang,Lao PDR,Louangphrabang,,,,Truong Son Paleozoic volcano-sedimentary arc,Nam Xam zone,Sedimentary rock,Silurian-Lower Devonian,Truong Son Paleozoic volcano-sedimentary arc,,,,Occurrence,,,Antimony,,,,,,Geology,Map,GEOLOGICAL AND MINERAL MAP OF North Lao Region (F-48-XXVI B. XIANGKHOUN),Department of Geology and Mines of Laos-Intergeo Vietnam,2000,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
1bac62c7-a78c-4cdf-a16c-981c0891d5cd,[Antimony] B. Chiangtong,004,19.8360,100.472,POINT (100.472 19.8360),Critical Mineral Resources Data | ASEAN-CMR-2026-001381 | LA-000316,Xayyakone PHETPASEUTH LA (2026-05-12),https://acmdp.org/data/1bac62c7-a78c-4cdf-a16c-981c0891d5cd,Antimony,B. Chiangtong,Lao PDR,Bokeo,,,,Sukhothai Permian-Triassic magnatic arc,DonKaeo Formation,Sedimentary rock,Upper Carboniferous-Lower Permian,Sukhothai Permian-Triassic magnatic arc,,,,Occurrence,,,Antimony,,,,,,Geology,Map & Report,GEOLOGICAL MAP E-47-V (B.Xiang Nou),China Geological Survey,2017,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Xayyakone PHETPASEUTH,2026-05-12,,,,,,,,,,,
